x,y,radius,brightness
1010,119,0.38,242
1,120,0.4,242
2,120,0.35,240
4,120,0.4,243
5,120,0.37,242
12,120,0.34,243
13,120,0.4,243
15,120,0.4,244
29,120,0.34,239
32,120,0.4,243
42,120,0.34,238
43,120,0.34,238
44,120,0.4,241
47,120,0.4,239
48,120,0.34,241
49,120,0.4,242
64,120,0.35,242
65,120,0.4,240
83,120,0.37,241
119,120,0.39,238
120,120,0.4,239
125,120,0.37,238
126,120,0.33,239
127,120,0.4,243
594,120,0.35,240
595,120,0.35,240
597,120,0.34,241
598,120,0.38,240
640,120,0.37,241
642,120,0.36,243
643,120,0.4,240
644,120,0.33,242
645,120,0.37,242
646,120,0.39,240
647,120,0.38,242
648,120,0.37,242
649,120,0.4,242
650,120,0.38,242
656,120,0.33,238
657,120,0.39,240
660,120,0.4,242
661,120,0.4,241
662,120,0.39,243
668,120,0.35,242
669,120,0.4,240
670,120,0.37,243
674,120,0.4,241
675,120,0.35,241
676,120,0.36,240
688,120,0.4,241
689,120,0.4,243
690,120,0.36,242
737,120,0.4,239
738,120,0.38,242
745,120,0.4,242
746,120,0.4,241
747,120,0.4,239
750,120,0.33,242
759,120,0.38,242
766,120,0.4,239
774,120,0.4,242
775,120,0.4,243
776,120,0.37,242
777,120,0.37,241
779,120,0.4,240
782,120,0.35,241
783,120,0.38,241
784,120,0.33,241
785,120,0.38,242
786,120,0.38,241
787,120,0.4,242
788,120,0.4,242
796,120,0.4,244
797,120,0.38,243
798,120,0.4,243
800,120,0.4,238
802,120,0.35,241
803,120,0.38,238
807,120,0.37,241
922,120,0.4,241
923,120,0.38,243
932,120,0.35,242
933,120,0.39,238
936,120,0.4,241
937,120,0.38,241
956,120,0.39,241
959,120,0.37,242
979,120,0.38,241
997,120,0.35,241
998,120,0.39,244
999,120,0.4,241
1000,120,0.4,241
1008,120,0.37,241
1010,120,0.37,241
5,121,0.37,239
15,121,0.35,242
33,121,0.36,241
43,121,0.4,241
44,121,0.34,241
45,121,0.4,242
49,121,0.39,240
50,121,0.4,240
51,121,0.4,242
52,121,0.4,239
65,121,0.39,242
85,121,0.4,241
86,121,0.33,238
87,121,0.39,243
120,121,0.37,242
125,121,0.4,242
126,121,0.36,238
127,121,0.34,239
128,121,0.35,238
592,121,0.34,241
593,121,0.35,243
594,121,0.39,241
595,121,0.4,243
597,121,0.4,239
625,121,0.35,240
627,121,0.36,241
634,121,0.33,244
636,121,0.4,239
637,121,0.38,241
638,121,0.33,243
639,121,0.4,243
640,121,0.4,241
643,121,0.39,243
644,121,0.35,240
645,121,0.4,243
646,121,0.4,242
647,121,0.38,241
648,121,0.33,239
649,121,0.4,240
650,121,0.4,238
661,121,0.4,241
666,121,0.33,241
667,121,0.37,242
668,121,0.35,241
669,121,0.35,240
673,121,0.4,241
674,121,0.4,241
688,121,0.39,242
689,121,0.4,241
736,121,0.37,243
737,121,0.38,241
743,121,0.33,240
744,121,0.4,244
745,121,0.4,243
749,121,0.35,244
750,121,0.4,241
758,121,0.35,238
759,121,0.39,241
765,121,0.4,239
766,121,0.38,240
775,121,0.4,241
776,121,0.36,242
777,121,0.4,240
778,121,0.4,240
779,121,0.37,241
783,121,0.38,242
784,121,0.34,242
786,121,0.4,242
787,121,0.36,242
788,121,0.4,241
796,121,0.4,243
797,121,0.35,241
802,121,0.4,239
803,121,0.34,241
807,121,0.34,239
809,121,0.39,241
918,121,0.37,241
919,121,0.4,238
920,121,0.36,239
921,121,0.33,242
922,121,0.36,243
930,121,0.37,240
931,121,0.4,242
932,121,0.4,239
933,121,0.39,240
934,121,0.39,243
936,121,0.35,240
956,121,0.37,238
957,121,0.37,243
962,121,0.34,242
963,121,0.38,240
965,121,0.4,242
966,121,0.4,243
977,121,0.4,242
978,121,0.4,240
979,121,0.35,238
998,121,0.4,243
1000,121,0.38,241
1009,121,0.4,243
1010,121,0.34,241
7,122,0.39,241
8,122,0.4,240
15,122,0.4,242
16,122,0.35,241
33,122,0.35,240
34,122,0.38,240
44,122,0.39,244
46,122,0.35,238
51,122,0.4,242
52,122,0.4,239
67,122,0.38,240
85,122,0.4,239
86,122,0.4,242
87,122,0.4,240
120,122,0.33,243
121,122,0.38,240
122,122,0.4,242
126,122,0.4,240
127,122,0.34,242
128,122,0.36,240
592,122,0.4,242
593,122,0.34,240
594,122,0.4,239
595,122,0.36,241
624,122,0.4,244
625,122,0.4,241
636,122,0.4,239
637,122,0.37,242
639,122,0.35,241
640,122,0.33,241
645,122,0.4,240
654,122,0.4,240
655,122,0.4,243
657,122,0.36,241
664,122,0.34,241
665,122,0.36,240
666,122,0.33,242
667,122,0.4,242
668,122,0.4,241
673,122,0.33,240
674,122,0.39,242
688,122,0.4,239
689,122,0.35,241
736,122,0.34,241
737,122,0.35,241
738,122,0.38,240
743,122,0.4,240
744,122,0.37,242
749,122,0.38,243
750,122,0.4,242
758,122,0.4,241
759,122,0.33,242
777,122,0.4,241
778,122,0.4,241
783,122,0.33,241
784,122,0.33,242
786,122,0.38,236
787,122,0.4,243
788,122,0.38,240
796,122,0.34,241
797,122,0.38,245
801,122,0.36,241
802,122,0.4,241
803,122,0.37,240
809,122,0.35,242
913,122,0.4,242
914,122,0.4,241
916,122,0.37,243
917,122,0.4,240
918,122,0.4,239
920,122,0.35,241
921,122,0.4,243
927,122,0.4,244
928,122,0.35,240
930,122,0.4,242
932,122,0.4,238
933,122,0.4,242
934,122,0.36,239
951,122,0.4,242
952,122,0.35,240
955,122,0.34,240
957,122,0.37,239
959,122,0.34,243
962,122,0.4,241
963,122,0.38,242
965,122,0.36,240
966,122,0.35,242
975,122,0.37,241
977,122,0.37,240
999,122,0.37,239
1000,122,0.37,242
1010,122,0.4,236
6,123,0.4,242
7,123,0.33,244
8,123,0.37,239
9,123,0.34,239
15,123,0.4,247
16,123,0.4,242
18,123,0.4,238
34,123,0.4,245
36,123,0.4,244
37,123,0.4,240
38,123,0.4,241
51,123,0.38,242
52,123,0.4,240
53,123,0.39,241
87,123,0.37,242
88,123,0.4,241
121,123,0.34,243
122,123,0.37,242
123,123,0.4,242
127,123,0.34,236
128,123,0.33,239
129,123,0.33,241
130,123,0.37,243
589,123,0.4,240
590,123,0.4,241
591,123,0.33,242
592,123,0.36,243
593,123,0.35,240
594,123,0.38,241
633,123,0.4,242
634,123,0.37,242
635,123,0.33,240
642,123,0.38,240
643,123,0.38,241
644,123,0.4,243
645,123,0.4,239
653,123,0.35,239
654,123,0.4,243
656,123,0.38,243
657,123,0.38,243
664,123,0.4,240
665,123,0.33,242
689,123,0.37,239
735,123,0.34,241
737,123,0.4,243
743,123,0.38,241
758,123,0.38,241
759,123,0.4,241
764,123,0.4,242
765,123,0.4,243
766,123,0.38,241
772,123,0.4,241
776,123,0.4,241
777,123,0.4,242
784,123,0.4,242
785,123,0.4,243
787,123,0.4,242
797,123,0.4,238
798,123,0.4,240
802,123,0.4,240
803,123,0.38,241
804,123,0.33,239
810,123,0.4,242
811,123,0.39,242
912,123,0.4,241
913,123,0.39,240
914,123,0.34,241
924,123,0.33,242
925,123,0.35,239
928,123,0.36,242
930,123,0.38,245
944,123,0.37,242
945,123,0.36,243
946,123,0.4,242
947,123,0.37,242
948,123,0.36,243
951,123,0.4,239
952,123,0.35,242
953,123,0.4,241
954,123,0.4,241
955,123,0.35,242
957,123,0.4,242
958,123,0.34,243
959,123,0.4,241
961,123,0.34,244
962,123,0.39,242
974,123,0.4,240
999,123,0.36,242
1010,123,0.35,242
9,124,0.36,242
10,124,0.37,241
37,124,0.4,240
38,124,0.4,241
46,124,0.35,241
55,124,0.4,240
56,124,0.34,239
66,124,0.39,241
67,124,0.33,238
88,124,0.39,243
89,124,0.38,240
121,124,0.4,244
122,124,0.35,240
123,124,0.34,244
124,124,0.38,242
125,124,0.4,240
130,124,0.4,241
131,124,0.4,242
590,124,0.33,241
591,124,0.35,240
592,124,0.38,244
593,124,0.36,240
620,124,0.4,240
622,124,0.34,238
630,124,0.4,242
633,124,0.38,240
640,124,0.35,244
641,124,0.4,242
652,124,0.4,242
653,124,0.4,246
654,124,0.4,241
663,124,0.4,239
664,124,0.34,241
665,124,0.37,239
672,124,0.4,242
689,124,0.34,240
690,124,0.4,242
735,124,0.4,241
736,124,0.36,243
744,124,0.39,239
745,124,0.36,242
749,124,0.32,237
750,124,0.36,242
751,124,0.33,240
752,124,0.37,237
759,124,0.38,240
763,124,0.33,241
764,124,0.4,241
765,124,0.4,243
766,124,0.4,241
767,124,0.32,239
770,124,0.33,239
771,124,0.4,240
772,124,0.4,238
773,124,0.38,240
774,124,0.36,236
775,124,0.37,240
776,124,0.4,240
777,124,0.36,239
802,124,0.4,241
810,124,0.4,242
811,124,0.37,239
812,124,0.35,248
909,124,0.4,242
911,124,0.35,242
912,124,0.4,239
913,124,0.39,241
919,124,0.39,239
920,124,0.4,242
921,124,0.33,241
922,124,0.37,241
923,124,0.4,242
924,124,0.36,239
925,124,0.38,236
926,124,0.4,241
937,124,0.4,241
938,124,0.4,241
940,124,0.4,245
941,124,0.4,240
942,124,0.35,241
943,124,0.36,242
944,124,0.36,242
945,124,0.4,241
946,124,0.4,239
947,124,0.38,242
949,124,0.39,240
950,124,0.36,239
951,124,0.4,242
952,124,0.4,241
953,124,0.4,243
954,124,0.4,243
955,124,0.4,241
956,124,0.35,242
957,124,0.4,244
970,124,0.4,240
971,124,0.33,241
972,124,0.33,240
976,124,0.4,234
998,124,0.36,241
999,124,0.36,240
0,125,0.35,241
19,125,0.35,241
20,125,0.34,238
21,125,0.4,244
22,125,0.33,239
23,125,0.39,243
38,125,0.4,239
39,125,0.38,241
40,125,0.38,239
48,125,0.37,241
50,125,0.34,243
51,125,0.4,242
54,125,0.36,243
55,125,0.4,242
56,125,0.39,239
57,125,0.4,242
66,125,0.4,242
67,125,0.38,241
68,125,0.35,240
69,125,0.4,242
88,125,0.33,235
122,125,0.4,242
123,125,0.4,244
124,125,0.39,240
125,125,0.36,241
130,125,0.4,241
131,125,0.4,242
132,125,0.33,239
133,125,0.4,242
586,125,0.4,241
587,125,0.4,242
589,125,0.35,240
590,125,0.39,237
618,125,0.4,239
619,125,0.33,240
620,125,0.4,241
641,125,0.35,240
642,125,0.4,238
650,125,0.34,240
651,125,0.4,240
652,125,0.33,239
663,125,0.39,245
664,125,0.4,240
672,125,0.4,243
673,125,0.4,243
691,125,0.35,241
692,125,0.4,240
693,125,0.33,240
694,125,0.4,240
735,125,0.33,240
736,125,0.4,241
737,125,0.37,243
745,125,0.4,239
750,125,0.36,243
751,125,0.38,241
752,125,0.36,240
760,125,0.36,240
761,125,0.4,241
762,125,0.39,241
763,125,0.4,240
764,125,0.36,239
765,125,0.35,241
768,125,0.4,243
769,125,0.36,241
770,125,0.4,241
772,125,0.4,240
773,125,0.39,243
774,125,0.36,241
776,125,0.38,239
785,125,0.34,239
796,125,0.34,243
797,125,0.35,238
802,125,0.4,242
803,125,0.39,243
811,125,0.4,240
812,125,0.39,241
908,125,0.38,239
909,125,0.4,241
911,125,0.4,245
912,125,0.37,239
928,125,0.4,242
929,125,0.37,240
931,125,0.4,242
932,125,0.4,241
933,125,0.38,242
934,125,0.4,241
935,125,0.4,241
937,125,0.4,242
938,125,0.33,241
939,125,0.36,241
940,125,0.4,242
941,125,0.39,241
942,125,0.4,242
943,125,0.4,241
944,125,0.38,241
945,125,0.4,242
946,125,0.34,241
947,125,0.38,239
948,125,0.4,241
949,125,0.34,241
950,125,0.4,240
951,125,0.36,240
952,125,0.36,241
953,125,0.4,240
954,125,0.4,242
955,125,0.39,243
956,125,0.4,240
957,125,0.36,240
958,125,0.4,242
962,125,0.34,242
963,125,0.4,240
964,125,0.35,240
965,125,0.4,238
966,125,0.4,242
967,125,0.4,241
968,125,0.35,236
971,125,0.36,242
972,125,0.37,240
973,125,0.35,239
999,125,0.35,240
1010,125,0.39,242
0,126,0.37,240
10,126,0.36,242
11,126,0.38,241
12,126,0.32,238
13,126,0.36,237
20,126,0.34,242
21,126,0.4,242
22,126,0.36,241
42,126,0.37,242
43,126,0.4,242
51,126,0.33,241
52,126,0.34,244
56,126,0.4,241
57,126,0.39,244
68,126,0.4,241
69,126,0.36,241
71,126,0.36,242
89,126,0.37,243
90,126,0.39,242
91,126,0.4,242
125,126,0.4,244
126,126,0.39,239
127,126,0.4,240
128,126,0.33,242
134,126,0.37,240
135,126,0.39,244
583,126,0.4,243
584,126,0.4,242
585,126,0.37,241
586,126,0.35,240
587,126,0.34,240
588,126,0.4,240
618,126,0.37,240
619,126,0.36,243
620,126,0.4,241
629,126,0.35,241
630,126,0.4,240
632,126,0.4,244
638,126,0.33,240
639,126,0.4,242
640,126,0.4,240
641,126,0.4,241
650,126,0.4,242
651,126,0.35,241
652,126,0.37,243
662,126,0.39,240
663,126,0.4,243
672,126,0.4,240
674,126,0.4,240
692,126,0.35,243
694,126,0.39,242
696,126,0.4,243
697,126,0.38,243
698,126,0.4,243
745,126,0.35,241
746,126,0.37,241
747,126,0.39,241
761,126,0.38,239
764,126,0.37,242
765,126,0.38,242
766,126,0.38,243
767,126,0.38,241
768,126,0.34,242
769,126,0.38,239
770,126,0.38,238
771,126,0.36,239
772,126,0.36,242
785,126,0.4,242
788,126,0.4,244
789,126,0.34,242
801,126,0.39,243
802,126,0.4,243
810,126,0.33,240
811,126,0.39,240
812,126,0.4,241
905,126,0.36,242
906,126,0.39,241
908,126,0.36,241
909,126,0.4,239
910,126,0.4,245
920,126,0.4,239
921,126,0.4,243
924,126,0.34,240
926,126,0.4,241
927,126,0.37,239
929,126,0.4,241
930,126,0.4,242
931,126,0.39,241
932,126,0.4,241
933,126,0.35,242
934,126,0.37,241
935,126,0.39,241
936,126,0.33,241
937,126,0.35,241
938,126,0.35,241
939,126,0.39,241
940,126,0.33,243
941,126,0.4,242
942,126,0.4,241
943,126,0.39,236
944,126,0.35,242
945,126,0.35,241
946,126,0.34,240
947,126,0.4,239
948,126,0.39,243
949,126,0.4,239
950,126,0.4,245
951,126,0.39,242
952,126,0.36,242
954,126,0.4,238
959,126,0.37,241
960,126,0.35,242
961,126,0.4,240
962,126,0.4,240
963,126,0.4,242
964,126,0.4,243
965,126,0.33,241
966,126,0.37,241
967,126,0.4,243
969,126,0.38,242
970,126,0.4,243
999,126,0.39,241
1000,126,0.34,240
1001,126,0.36,242
1008,126,0.38,239
1010,126,0.4,240
0,127,0.4,241
2,127,0.36,242
3,127,0.36,241
12,127,0.33,240
13,127,0.38,242
14,127,0.4,243
23,127,0.4,242
24,127,0.4,240
25,127,0.33,238
39,127,0.4,244
40,127,0.35,241
41,127,0.38,240
42,127,0.36,241
43,127,0.37,240
44,127,0.33,240
45,127,0.35,242
49,127,0.35,242
52,127,0.4,240
53,127,0.37,239
57,127,0.39,241
58,127,0.4,242
59,127,0.33,242
60,127,0.39,240
61,127,0.38,241
62,127,0.34,242
69,127,0.4,243
70,127,0.34,239
133,127,0.36,239
134,127,0.4,246
135,127,0.34,242
136,127,0.38,243
582,127,0.37,241
583,127,0.4,242
584,127,0.4,241
585,127,0.36,241
586,127,0.35,241
587,127,0.38,241
611,127,0.4,240
612,127,0.4,245
613,127,0.4,244
614,127,0.4,242
615,127,0.36,241
617,127,0.32,237
618,127,0.33,240
619,127,0.35,242
629,127,0.33,240
638,127,0.35,239
639,127,0.4,242
640,127,0.4,242
648,127,0.4,243
649,127,0.33,242
651,127,0.4,244
662,127,0.39,239
663,127,0.34,241
675,127,0.34,239
692,127,0.4,243
694,127,0.37,240
698,127,0.35,242
699,127,0.34,240
737,127,0.4,237
746,127,0.35,240
747,127,0.36,241
748,127,0.4,240
750,127,0.38,240
751,127,0.4,241
752,127,0.4,241
753,127,0.4,242
765,127,0.36,243
769,127,0.37,242
770,127,0.4,239
771,127,0.36,238
772,127,0.38,240
785,127,0.34,240
786,127,0.4,244
794,127,0.33,240
800,127,0.4,244
801,127,0.34,242
802,127,0.38,242
803,127,0.4,241
810,127,0.4,241
904,127,0.39,242
905,127,0.4,241
906,127,0.34,240
914,127,0.33,242
915,127,0.34,243
916,127,0.35,241
917,127,0.33,240
918,127,0.36,240
919,127,0.38,241
920,127,0.37,241
921,127,0.34,240
922,127,0.34,242
923,127,0.33,241
924,127,0.35,242
925,127,0.4,241
926,127,0.33,242
927,127,0.4,241
928,127,0.36,240
929,127,0.37,241
930,127,0.4,241
931,127,0.4,242
932,127,0.4,247
933,127,0.4,242
934,127,0.37,241
935,127,0.4,242
936,127,0.37,243
937,127,0.39,241
938,127,0.33,240
939,127,0.4,240
947,127,0.4,240
948,127,0.37,240
951,127,0.4,237
952,127,0.4,241
953,127,0.34,241
955,127,0.35,245
956,127,0.38,240
957,127,0.34,240
958,127,0.34,237
959,127,0.4,241
998,127,0.37,242
999,127,0.36,244
1009,127,0.36,237
2,128,0.34,240
4,128,0.4,241
5,128,0.36,240
14,128,0.4,241
17,128,0.37,241
23,128,0.4,241
24,128,0.4,240
26,128,0.34,242
27,128,0.4,241
28,128,0.4,241
43,128,0.37,241
44,128,0.4,240
45,128,0.4,245
51,128,0.4,237
53,128,0.39,239
54,128,0.4,241
56,128,0.39,239
57,128,0.4,243
59,128,0.4,242
62,128,0.4,241
63,128,0.33,241
64,128,0.4,241
71,128,0.36,242
72,128,0.4,244
73,128,0.4,240
74,128,0.4,240
75,128,0.36,240
89,128,0.36,240
90,128,0.4,243
128,128,0.34,239
129,128,0.4,241
137,128,0.33,242
579,128,0.4,240
580,128,0.34,240
581,128,0.4,242
582,128,0.4,240
583,128,0.4,244
584,128,0.4,243
585,128,0.4,244
609,128,0.4,240
610,128,0.33,234
612,128,0.35,240
615,128,0.4,243
616,128,0.36,242
617,128,0.34,240
626,128,0.34,242
627,128,0.4,240
637,128,0.34,240
638,128,0.4,242
639,128,0.4,240
647,128,0.4,245
648,128,0.33,241
649,128,0.37,240
662,128,0.4,239
663,128,0.36,240
673,128,0.33,241
674,128,0.36,237
694,128,0.4,238
696,128,0.37,242
698,128,0.33,242
700,128,0.4,239
701,128,0.39,241
735,128,0.36,242
736,128,0.38,244
747,128,0.4,244
748,128,0.37,241
749,128,0.39,241
750,128,0.4,241
754,128,0.4,242
755,128,0.4,242
783,128,0.38,239
784,128,0.4,243
785,128,0.4,241
788,128,0.39,241
794,128,0.4,241
799,128,0.37,240
800,128,0.4,241
801,128,0.4,242
810,128,0.37,239
902,128,0.4,240
903,128,0.35,240
904,128,0.4,244
909,128,0.4,243
910,128,0.39,241
914,128,0.4,243
915,128,0.4,241
916,128,0.34,240
917,128,0.4,241
918,128,0.38,240
919,128,0.38,241
920,128,0.4,242
921,128,0.4,240
922,128,0.33,241
923,128,0.34,240
926,128,0.35,243
927,128,0.4,242
928,128,0.4,242
929,128,0.33,240
930,128,0.39,241
932,128,0.4,241
946,128,0.35,241
947,128,0.4,241
948,128,0.33,237
997,128,0.34,242
998,128,0.4,240
999,128,0.35,242
1009,128,0.36,239
4,129,0.4,240
6,129,0.38,242
7,129,0.34,241
15,129,0.33,241
16,129,0.4,240
17,129,0.39,241
20,129,0.4,243
28,129,0.38,242
29,129,0.4,241
44,129,0.37,240
45,129,0.4,241
46,129,0.39,242
47,129,0.36,242
48,129,0.38,240
53,129,0.4,238
54,129,0.35,240
55,129,0.38,241
56,129,0.39,241
57,129,0.4,238
64,129,0.39,239
65,129,0.36,241
66,129,0.39,243
71,129,0.34,243
72,129,0.33,241
74,129,0.4,238
75,129,0.37,242
91,129,0.37,242
92,129,0.4,239
93,129,0.4,241
94,129,0.4,242
131,129,0.37,240
132,129,0.4,241
133,129,0.39,241
137,129,0.38,244
138,129,0.37,243
139,129,0.4,241
140,129,0.4,242
578,129,0.36,240
579,129,0.4,241
580,129,0.4,240
581,129,0.38,240
582,129,0.36,240
583,129,0.4,239
610,129,0.4,240
611,129,0.34,241
613,129,0.39,243
616,129,0.4,241
627,129,0.35,243
628,129,0.4,240
636,129,0.4,242
637,129,0.4,241
638,129,0.4,242
639,129,0.4,241
649,129,0.33,240
662,129,0.38,240
663,129,0.4,239
676,129,0.39,240
700,129,0.38,242
704,129,0.37,239
705,129,0.4,240
736,129,0.37,241
737,129,0.4,241
751,129,0.35,242
752,129,0.38,240
753,129,0.4,242
785,129,0.36,239
786,129,0.36,241
787,129,0.39,239
792,129,0.36,241
794,129,0.39,238
799,129,0.34,241
812,129,0.38,241
899,129,0.4,241
900,129,0.35,241
901,129,0.34,240
902,129,0.39,242
903,129,0.4,243
907,129,0.34,241
908,129,0.38,243
909,129,0.36,242
910,129,0.34,243
911,129,0.4,242
912,129,0.33,241
913,129,0.4,241
914,129,0.34,240
915,129,0.4,241
916,129,0.4,241
917,129,0.4,241
918,129,0.39,241
919,129,0.37,241
920,129,0.4,241
921,129,0.34,241
923,129,0.4,241
924,129,0.4,245
925,129,0.36,240
926,129,0.4,239
928,129,0.38,240
949,129,0.38,241
950,129,0.39,241
952,129,0.33,239
1006,129,0.35,241
1007,129,0.35,243
5,130,0.4,241
6,130,0.4,242
7,130,0.4,241
9,130,0.35,240
10,130,0.34,241
17,130,0.33,239
18,130,0.34,241
20,130,0.4,247
21,130,0.34,240
22,130,0.4,240
30,130,0.4,242
46,130,0.4,240
47,130,0.37,242
48,130,0.4,242
59,130,0.38,242
60,130,0.4,240
61,130,0.33,239
65,130,0.37,242
66,130,0.39,239
67,130,0.38,237
68,130,0.4,241
69,130,0.36,242
75,130,0.4,241
76,130,0.38,241
94,130,0.38,240
95,130,0.36,242
96,130,0.4,242
130,130,0.4,243
134,130,0.38,241
135,130,0.4,240
137,130,0.4,242
140,130,0.36,241
141,130,0.4,240
142,130,0.39,241
575,130,0.39,243
576,130,0.36,241
577,130,0.33,241
578,130,0.4,242
579,130,0.36,241
580,130,0.36,241
607,130,0.37,242
608,130,0.36,239
609,130,0.34,241
627,130,0.4,241
637,130,0.33,244
648,130,0.38,240
662,130,0.35,241
676,130,0.37,238
702,130,0.4,241
703,130,0.37,242
704,130,0.38,240
708,130,0.4,240
709,130,0.4,244
712,130,0.4,239
740,130,0.35,240
752,130,0.38,239
753,130,0.4,242
754,130,0.4,242
755,130,0.39,240
756,130,0.35,240
757,130,0.4,240
760,130,0.4,246
781,130,0.36,241
786,130,0.4,238
787,130,0.33,239
788,130,0.33,240
798,130,0.4,236
799,130,0.4,240
800,130,0.4,239
811,130,0.35,241
812,130,0.4,242
902,130,0.35,242
903,130,0.36,242
904,130,0.35,241
905,130,0.4,243
906,130,0.35,241
907,130,0.4,241
908,130,0.38,239
910,130,0.4,240
911,130,0.4,242
912,130,0.38,241
913,130,0.37,240
914,130,0.35,242
915,130,0.4,241
916,130,0.37,240
917,130,0.4,241
919,130,0.36,242
920,130,0.39,241
921,130,0.37,240
922,130,0.4,240
949,130,0.4,241
950,130,0.4,240
951,130,0.37,242
995,130,0.34,240
996,130,0.38,242
997,130,0.34,243
998,130,0.4,243
6,131,0.35,241
7,131,0.36,242
18,131,0.4,243
20,131,0.4,242
21,131,0.35,240
22,131,0.34,243
23,131,0.4,239
24,131,0.39,242
30,131,0.4,241
31,131,0.4,241
32,131,0.4,243
33,131,0.38,242
34,131,0.37,240
35,131,0.34,241
58,131,0.39,238
61,131,0.38,240
62,131,0.39,240
63,131,0.35,242
65,131,0.39,240
66,131,0.36,240
68,131,0.37,241
69,131,0.36,242
71,131,0.34,242
72,131,0.39,239
74,131,0.38,241
75,131,0.37,241
77,131,0.38,238
78,131,0.4,241
95,131,0.34,238
96,131,0.33,243
98,131,0.38,242
135,131,0.33,240
136,131,0.4,241
137,131,0.4,239
138,131,0.38,240
139,131,0.33,243
140,131,0.36,242
141,131,0.34,241
142,131,0.38,242
143,131,0.4,242
144,131,0.36,241
145,131,0.34,243
146,131,0.37,238
573,131,0.4,234
576,131,0.4,242
577,131,0.4,242
578,131,0.4,243
606,131,0.4,246
608,131,0.4,241
609,131,0.4,243
614,131,0.4,243
615,131,0.35,242
616,131,0.4,242
617,131,0.4,241
636,131,0.36,243
637,131,0.37,243
646,131,0.4,241
647,131,0.35,241
648,131,0.33,242
660,131,0.4,246
661,131,0.39,240
677,131,0.4,238
706,131,0.39,242
708,131,0.36,240
709,131,0.4,241
710,131,0.4,234
713,131,0.36,242
714,131,0.33,240
715,131,0.4,240
716,131,0.38,240
717,131,0.39,240
718,131,0.36,241
719,131,0.4,240
740,131,0.4,243
741,131,0.4,241
742,131,0.4,239
756,131,0.37,240
757,131,0.4,240
758,131,0.37,240
759,131,0.35,241
763,131,0.4,240
780,131,0.38,240
781,131,0.4,240
782,131,0.4,241
783,131,0.4,241
784,131,0.37,242
785,131,0.4,243
789,131,0.35,239
790,131,0.4,241
791,131,0.4,242
794,131,0.4,245
795,131,0.4,238
811,131,0.4,238
812,131,0.4,239
895,131,0.4,242
897,131,0.33,238
898,131,0.4,240
899,131,0.39,242
900,131,0.35,240
901,131,0.35,241
902,131,0.39,243
903,131,0.4,241
904,131,0.4,240
905,131,0.4,237
907,131,0.34,241
908,131,0.4,241
909,131,0.35,242
910,131,0.4,241
911,131,0.35,242
912,131,0.4,243
913,131,0.4,243
914,131,0.33,241
915,131,0.4,241
916,131,0.4,243
917,131,0.39,243
952,131,0.4,240
954,131,0.35,238
994,131,0.39,241
996,131,0.4,241
997,131,0.4,242
998,131,0.36,242
1006,131,0.33,243
1007,131,0.34,237
10,132,0.37,240
11,132,0.35,242
12,132,0.4,242
14,132,0.38,236
24,132,0.36,243
25,132,0.33,242
34,132,0.39,243
35,132,0.4,243
37,132,0.39,241
51,132,0.39,239
62,132,0.39,241
63,132,0.34,243
65,132,0.33,241
66,132,0.36,241
73,132,0.4,242
74,132,0.4,241
75,132,0.4,242
78,132,0.4,240
79,132,0.4,240
81,132,0.34,239
95,132,0.39,239
96,132,0.4,242
98,132,0.35,241
99,132,0.39,241
100,132,0.4,245
138,132,0.37,242
139,132,0.4,242
140,132,0.37,242
143,132,0.35,235
144,132,0.38,240
571,132,0.36,240
572,132,0.34,242
573,132,0.38,241
574,132,0.4,242
575,132,0.33,240
576,132,0.33,240
604,132,0.4,241
605,132,0.4,243
606,132,0.36,241
608,132,0.37,242
614,132,0.38,241
615,132,0.37,240
625,132,0.36,242
626,132,0.34,239
636,132,0.4,241
637,132,0.4,240
645,132,0.4,242
659,132,0.4,239
661,132,0.4,240
677,132,0.34,240
678,132,0.33,240
679,132,0.36,245
680,132,0.4,237
681,132,0.4,241
710,132,0.4,237
711,132,0.34,240
712,132,0.4,240
716,132,0.36,238
717,132,0.4,240
720,132,0.4,243
721,132,0.4,242
722,132,0.4,241
723,132,0.37,243
729,132,0.37,239
742,132,0.33,241
743,132,0.4,240
744,132,0.4,242
745,132,0.4,243
758,132,0.37,242
759,132,0.4,242
760,132,0.38,240
766,132,0.34,241
768,132,0.4,243
769,132,0.4,241
770,132,0.4,239
772,132,0.4,243
773,132,0.4,243
776,132,0.34,241
777,132,0.38,242
778,132,0.4,243
779,132,0.4,241
780,132,0.4,240
781,132,0.35,243
782,132,0.39,240
784,132,0.4,242
786,132,0.37,240
787,132,0.4,242
788,132,0.35,244
790,132,0.33,241
793,132,0.35,238
794,132,0.36,241
795,132,0.33,242
796,132,0.38,240
797,132,0.39,241
809,132,0.4,242
810,132,0.35,242
811,132,0.38,240
894,132,0.38,242
895,132,0.37,241
896,132,0.4,241
897,132,0.4,240
898,132,0.33,240
899,132,0.38,240
900,132,0.4,240
901,132,0.34,240
902,132,0.4,240
903,132,0.4,242
904,132,0.34,241
905,132,0.4,239
906,132,0.36,241
907,132,0.36,240
908,132,0.33,242
909,132,0.35,242
910,132,0.4,242
911,132,0.4,241
912,132,0.4,242
913,132,0.4,243
915,132,0.38,241
952,132,0.37,241
953,132,0.36,240
955,132,0.4,243
956,132,0.4,240
993,132,0.4,240
